285118165	ORI	0.98775405	0.070029	0.028785	0.136416
285118175	ORI	0.9794695	0.068417996	0.032283	0.186859
285118185	ORI	0.9587977	0.065443	0.038403	0.273769
285118195	ORI	0.86746436	0.054883	0.05302	0.491612
285118205	ORI	0.50835824	0.021486	0.07391	0.857699
285118215	ORI	0.23861521	-4.88E-4	0.077596	0.968009
285118225	ORI	0.13595258	-0.008253	0.077423	0.987651
285118235	ORI	0.08921294	-0.01164	0.07711	0.99295497
285118245	ORI	0.059679277	-0.013862	0.076765	0.995165
285118255	ORI	0.039887678	-0.015453	0.076364	0.996162
285118265	ORI	0.023627466	-0.015872	0.073581	0.996883
285118275	ORI	0.012133568	-0.015823	0.072212	0.99719
285118285	ORI	0.0037025758	-0.01582	0.071657	0.997297
285118295	ORI	0.004721455	0.0157	-0.071218	-0.997326
285118305	ORI	0.010332082	0.015368	-0.070809	-0.99731797
285118315	ORI	0.014956478	0.01475	-0.070323996	-0.997303
285118325	ORI	0.019534301	0.013618	-0.069625	-0.997289
285118335	ORI	0.022395827	0.013223	-0.06957	-0.997238
285118345	ORI	0.024415283	0.01279	-0.06953	-0.997199
285118355	ORI	0.025477335	0.012513	-0.069515	-0.997177
285118365	ORI	0.026675086	0.012658	-0.069513	-0.997144
285118375	ORI	0.02782989	0.01329	-0.069559	-0.997101
285118385	ORI	0.028132373	0.014209	-0.0697	-0.99707
285118395	ORI	0.028771328	0.015136	-0.069916	-0.997023
285118405	ORI	0.029323312	0.015717	-0.070228	-0.996976
285118415	ORI	0.030056082	0.015889	-0.070588	-0.996926
285118425	ORI	0.031240461	0.015857	-0.070928	-0.996866
285118435	ORI	0.03237879	0.015839	-0.071152	-0.996814
285118445	ORI	0.033279333	0.016	-0.071219	-0.996777
285118455	ORI	0.03430849	0.016362	-0.071152	-0.996741
285118465	ORI	0.035240073	0.016791	-0.071045	-0.996709
285118475	ORI	0.036249746	0.017179	-0.070977	-0.996671
285118485	ORI	0.036962923	0.017451	-0.071006	-0.996638
285118495	ORI	0.03772585	0.017682	-0.071138	-0.996596
285118505	ORI	0.038293518	0.017958	-0.071353	-0.996554
285118515	ORI	0.038722273	0.018271	-0.0716	-0.996514
285118525	ORI	0.03935665	0.01855	-0.071767	-0.996472
285118535	ORI	0.040411726	0.018782	-0.071856	-0.996419
285118545	ORI	0.041236646	0.018838	-0.0719	-0.996381
285118555	ORI	0.041904803	0.018699	-0.07191	-0.996355
285118565	ORI	0.04258837	0.018416	-0.071886	-0.996333
285118575	ORI	0.043426845	0.018068	-0.071847	-0.996306
285118585	ORI	0.044492576	0.017607	-0.071739	-0.996275
285118595	ORI	0.045558237	0.017325	-0.071625	-0.99624
285118605	ORI	0.04675086	0.017103	-0.07141	-0.996204
285118615	ORI	0.047586758	0.016973	-0.071154	-0.996185
285118625	ORI	0.048307158	0.016832	-0.070883	-0.996172
285118635	ORI	0.04910323	0.016716	-0.070645	-0.996152
285118645	ORI	0.049603224	0.016637	-0.070525	-0.996137
