239431393	ACC	-0.0089543145	0.14392982	9.798251
239431403	ACC	-0.0046830587	0.16248968	9.798491
239431413	ACC	-0.0037349546	0.14358507	9.774433
239431423	ACC	-0.021155167	0.14542381	9.792746
239431433	ACC	0.005564125	0.1402236	9.786663
239431443	ACC	-0.007536947	0.14487793	9.777115
239431453	ACC	0.0063302694	0.14083652	9.780486
239431463	ACC	-0.0034476505	0.13577996	9.802963
239431473	ACC	0.0025378538	0.15093048	9.787937
239431483	ACC	-0.0060621183	0.14978127	9.779672
239431493	ACC	-0.01478659	0.15532623	9.772241
239431503	ACC	-0.009423578	0.1503846	9.793981
239431513	ACC	-0.01388637	0.13933297	9.815039
239431523	ACC	-0.011530476	0.1374559	9.806276
239431533	ACC	0.004510676	0.16682798	9.81209
239431543	ACC	0.017496826	0.15633179	9.806085
239431553	ACC	-0.002671929	0.14673585	9.765192
239431563	ACC	0.0015514428	0.13858597	9.782575
239431573	ACC	0.0020494366	0.1286261	9.778159
239431583	ACC	0.0047500962	0.16261418	9.79623
239431593	ACC	0.015878346	0.16628209	9.807723
239431603	ACC	-0.0070485296	0.14539509	9.803298
239431613	ACC	-0.0043287165	0.14841178	9.775296
239431623	ACC	-0.024162283	0.1494269	9.789125
239431633	ACC	-0.020561403	0.15237658	9.799305
239431643	ACC	-0.013685257	0.14527059	9.797207
239431653	ACC	-0.011501745	0.16126385	9.789641
239431663	ACC	-0.009356541	0.14171758	9.807484
239431673	ACC	0.0048650177	0.13851893	9.79105
239431683	ACC	0.001292869	0.14581646	9.784336
239431693	ACC	-0.0020207062	0.15408124	9.794583
239431703	ACC	-0.007920019	0.15967411	9.790331
239431713	ACC	-0.0040701427	0.15564226	9.798481
239431723	ACC	-0.012583924	0.13581827	9.778026
239431733	ACC	-0.019728221	0.14118129	9.784366
239431743	ACC	0.0020590133	0.13806881	9.790819
239431753	ACC	0.0026431987	0.15664783	9.798386
239431763	ACC	-0.0050278236	0.16478811	9.794593
239431773	ACC	-5.7460842E-5	0.14510778	9.785619
239431783	ACC	-0.0062345015	0.13820289	9.780438
239431793	ACC	0.0030550011	0.1383657	9.787554
239431803	ACC	-0.019603724	0.15232868	9.77789
239431813	ACC	-0.019680338	0.14521311	9.79624
239431823	ACC	-0.0050374004	0.14768395	9.802426
239431833	ACC	-0.0025474306	0.124804944	9.794679
239431843	ACC	-0.011741165	0.14580688	9.776742
239431853	ACC	0.009959879	0.15101667	9.770516
239431863	ACC	-0.0016089035	0.14805743	9.787688
239431873	ACC	0.011319786	0.15151466	9.7979355
239431883	ACC	0.0037732618	0.14419799	9.803662
239431893	ACC	-0.006856994	0.15937722	9.8162365
239431903	ACC	0.004213795	0.1404343	9.796527
239431913	ACC	0.001838747	0.13309847	9.800472
239431923	ACC	-0.013196839	0.15061444	9.789077
239431933	ACC	0.0024612392	0.14174633	9.786491
239431943	ACC	-0.005046977	0.14514609	9.768812
239431953	ACC	-0.004309563	0.14872782	9.781673
239431963	ACC	-0.002126051	0.16206829	9.798779
239431973	ACC	0.007019799	0.13265793	9.802944
239431983	ACC	-0.0075944075	0.14537594	9.808613
239431993	ACC	-0.0011875241	0.14512692	9.797141
239432003	ACC	-0.009337387	0.13802093	9.776943
239432013	ACC	-0.009193734	0.15981776	9.778667
239432023	ACC	-0.008619126	0.12695973	9.783301
239432033	ACC	-0.011559206	0.16263333	9.78785
239432043	ACC	-0.005391742	0.15896542	9.788177
239432053	ACC	2.5857377E-4	0.15288414	9.80731
239432063	ACC	-0.0024133553	0.14437994	9.798769
239432073	ACC	0.005046977	0.14660177	9.798864
239432083	ACC	-0.002327164	0.15262556	9.781502
239432093	ACC	-0.012363658	0.13902651	9.775449
239432103	ACC	-0.023376986	0.1501739	9.792017
239432113	ACC	-0.015696386	0.15324806	9.798462
239432123	ACC	-0.0068282634	0.15554649	9.794995
239432133	ACC	0.0010342951	0.15143804	9.798635
239432143	ACC	-0.012152967	0.1368813	9.80057
239432153	ACC	-0.0013215994	0.15416743	9.775487
239432163	ACC	-0.004510676	0.15672444	9.782344
239432173	ACC	0.008226477	0.15924315	9.785533
239432183	ACC	0.0049320552	0.14677414	9.777641
239432193	ACC	-0.0017717092	0.142953	9.802283
239432203	ACC	-0.009414001	0.14251247	9.80574
239432213	ACC	-0.016299725	0.15143804	9.797648
239432223	ACC	-0.011233594	0.15159127	9.793712
239432233	ACC	0.0068761474	0.1320067	9.785945
239432243	ACC	0.008465897	0.13242808	9.783685
239432253	ACC	-0.003964798	0.1274673	9.795043
239432263	ACC	-0.006167464	0.14454274	9.796268
239432273	ACC	0.008791509	0.15289372	9.790896
239432283	ACC	-0.010687716	0.14325947	9.79851
239432293	ACC	-0.016127342	0.15540285	9.797275
239432303	ACC	-0.008044518	0.15256812	9.791816
239432313	ACC	-0.012583924	0.14822024	9.774759
239432323	ACC	-0.0015227122	0.1519935	9.789077
239432333	ACC	0.0029496565	0.14165054	9.776579
239432343	ACC	-0.013091494	0.14814363	9.793989
239432353	ACC	0.0029975404	0.14240712	9.7985
239432363	ACC	0.0014077906	0.15003982	9.807262
239432373	ACC	0.0025474306	0.15269262	9.791317
239432383	ACC	-0.013359645	0.1533917	9.774071
239432393	ACC	-0.0017046717	0.14707102	9.764005
239432403	ACC	-0.008542512	0.13680468	9.768333
239432413	ACC	-0.0033518826	0.14917792	9.787909
239432423	ACC	-0.018751388	0.15352578	9.805425
239432433	ACC	-0.003667917	0.16609056	9.810098
239432443	ACC	0.015140931	0.15792154	9.802274
239432453	ACC	0.008255207	0.15795027	9.793569
239432463	ACC	-0.01187524	0.16655025	9.791998
239432473	ACC	-0.0052289367	0.1543494	9.785255
239432483	ACC	-0.0033039981	0.13777195	9.7894125
239432493	ACC	5.363012E-4	0.15214673	9.789105
239432503	ACC	-0.0164338	0.14221558	9.787267
239432513	ACC	-0.0035913025	0.1548857	9.82158
239432523	ACC	-0.008628703	0.14482047	9.816792
239432533	ACC	-0.0177554	0.14756902	9.786568
239432543	ACC	-0.012306198	0.15300864	9.789229
239432553	ACC	-0.0037924154	0.14709018	9.789048
239432563	ACC	0.004462792	0.13985968	9.785754
239432573	ACC	0.0081402855	0.13117352	9.794804
239432583	ACC	-0.0020494366	0.13222697	9.803653
239432593	ACC	0.004261679	0.16094781	9.792429
239432603	ACC	6.3206925E-4	0.15238616	9.791002
239432613	ACC	-0.013311761	0.13362518	9.775679
